sample_id,Sr_Ca_measurement,Sr_Ca_precision
456916,0.0624409775086783,
456918,0.118883328723245,
456919,0.128325411679826,
456920,0.12247205364989,
456921,0.129992901189699,
456922,0.130022109737571,
456923,0.132459758582086,
456924,0.113305767172909,
456925,0.083108888553001,
456926,0.0831922352541465,
456927,0.0742483830434871,
456928,0.0868383330684504,
456929,0.105821760699626,
456930,0.0806635798178993,
456931,0.0902726234803337,
456932,0.0969428311784238,
456933,0.124423727333581,
456934,0.131401942074965,
456935,0.147312821824643,
456936,0.105720644506793,
456937,0.087010801965297,
456938,0.123786320859542,
456939,0.124069168207672,
456940,0.106126665174787,
456941,0.0872599001600995,
456942,0.122684247366,
456943,0.132047571933968,
456944,0.126355467770436,
456945,0.121727357508812,
456946,0.119679995035195,
456947,0.120664904169604,
456948,0.07153074269756,
507791,0.03066373777661508,
507792,0.03314866955259935,
507793,0.03535175635841657,
507794,0.03755484316423378,
507795,0.03942282421960489,
507796,0.04121038720139775,
507797,0.04275338466176976,
507798,0.04394631782607833,
507799,0.0451232622146999,
507800,0.04553982927791583,
507801,0.04533541254935208,
507802,0.04361269306688101,
507803,0.0434763338274891,
507804,0.04483442435584609,
507805,0.04584239907815461,
507806,0.04659477691107861,
507807,0.04682017172677884,
507808,0.04704556654247907,
507809,0.04750459876417815,
507810,0.04802363622129773,
507811,0.04866756241993968,
507812,0.04937045953314483,
507813,0.04989463855968765,
507814,0.05006509522288832,
507815,0.05020251569532604,
507816,0.05001946777221689,
507817,0.0498280994889664,
507818,0.05074812783021336,
507819,0.05193613515093661,
507820,0.05268782454859486,
507821,0.05246421505940175,
507822,0.05224060557020865,
507823,0.05239201635116354,
507824,0.05254513955344331,
507825,0.05272618907398534,
507826,0.05292446208566324,
507827,0.05305291278236171,
507828,0.0525210026831071,
507829,0.05194283953174339,
507830,0.0515864076577418,
507831,0.0514333886581097,
507832,0.03997708209762682,
507833,0.05155977942529177,
507834,0.05264677315473909,
507835,0.05357895449015734,
507836,0.05429750700844387,
507837,0.05541351534560873,
507838,0.05618847923264064,
507839,0.05623967436722489,
507840,0.05655370434348194,
507841,0.05736470821836159,
507842,0.05800309664960882,
507843,0.05786423440085612,
507844,0.05774272993319751,
507845,0.05648678000719898,
507846,0.05514356504594352,
507847,0.05395745514114887,
507848,0.05285331309189897,
507849,0.05234776357996162,
507850,0.05317237510067251,
507851,0.05399698662138341,
507852,0.05500239806654367,
507853,0.05603794283244551,
507854,0.05709972387074553,
507855,0.05821874768518702,
507856,0.05933777149962851,
507857,0.06042550523536121,
507858,0.06165432546878886,
507859,0.06263543024392963,
507860,0.06260941142257896,
507861,0.06258664495389712,
507862,0.06256387848521529,
507863,0.06253785966386463,
507864,0.06250858848984513,
507865,0.06247931731582563,
507866,0.06245004614180613,
507867,0.06241101790978013,
507868,0.06238174673576063,
507869,0.06235247556174114,
507870,0.0623297090930593,
507871,0.06230369027170864,
507872,0.0622809238030268,
507873,0.06225490498167614,
507874,0.06223213851299431,
507875,0.06220611969164364,
507876,0.06218335322296181,
507877,0.06077310806313089,
507878,0.05909109103691657,
507879,0.05781712636091393,
507880,0.05703177263062202,
507881,0.05724034128365352,
507882,0.05634493999588511,
507883,0.05583148234884239,
507884,0.05438962665948649,
507885,0.05470194935400766,
507886,0.05716618824064485,
507887,0.05854819719873809,
507888,0.05916190364156117,
507889,0.05947509282048417,
507890,0.05951326735662346,
507891,0.05954667007574534,
507892,0.05897971214833223,
507893,0.05822427033882908,
507894,0.05817737170742548,
507895,0.05896668365180853,
507896,0.05891201988709825,
507897,0.05882477638069135,
507898,0.059176806724391,
507899,0.05965706500454564,
507900,0.06001798755892278,
507901,0.05965416108238686,
507902,0.05924485629628394,
507903,0.05897663232276069,
507904,0.05878400410769479,
507905,0.05897672175499878,
507906,0.06033286685838094,
507907,0.06171916112778633,
507908,0.0626540548200378,
507909,0.06204469393051705,
507910,0.0598759231001943,
507911,0.0583426114362235,
507912,0.05849926143100627,
507913,0.05855326655987221,
507914,0.05839026913862629,
507915,0.05824538254196326,
507916,0.05876353461749755,
507917,0.05929138826456803,
507918,0.05990009937816341,
507919,0.0605187276655195,
507920,0.06016928666374415,
507921,0.05912771554617656,
507922,0.06039764836585763,
507923,0.05990161495471549,
507924,0.06041548480886873,
507925,0.05764207746604263,
507926,0.05539252750786606,
507927,0.05374228301314714,
507928,0.05302632053613249,
507929,0.05253908786723688,
507930,0.05073189414691943,
507931,0.0490947122057363,
507932,0.04762760804014918,
507933,0.04567911546593713,
507934,0.04373062289172508,
507935,0.04178213031751304,
507936,0.03971902053305322,
507937,0.03901217583806763,
507938,0.03838502956541678,
507939,0.03775788329276595,
507940,0.03716315919200654,
507941,0.03652531301083508,
507942,0.03588746682966362,
507943,0.03528714101209048,
507944,0.03527691536387088,
507945,0.03534263189135258,
507946,0.03533273109933502,
507947,0.03508793014195603,
507948,0.03484312918457703,
507949,0.03544323711193658,
507950,0.03611421654499072,
507951,0.03655965547795956,
507952,0.03652328691129633,
507953,0.03648843370157739,
507954,0.03645206513491415,
507955,0.03641721192519522,
507956,0.03638084335853198,
507957,0.03634447479186874,
507958,0.03627803247518978,
507959,0.03620882172864919,
507960,0.03610600760501546,
507961,0.0359304498674722,
507962,0.03580614679635737,
507963,0.03578338444751015,
507964,0.03586390274244514,
507965,0.03618256667443068,
507966,0.03650123060641622,
507967,0.03680719777213411,
507968,0.03683962701644855,
507969,0.03686394894968437,
507970,0.03704526654224168,
507971,0.03725318272301985,
507972,0.03743921299003189,
507973,0.03758339422050011,
507974,0.03764121536061829,
507975,0.03770533148156557,
507976,0.03777399490397289,
507977,0.03779892233957566,
507978,0.03775755515945091,
507979,0.03776632657332504,
507980,0.03785771106332661,
507981,0.03785283096453303,
507982,0.03767065243648274,
507983,0.03751224752855235,
507984,0.03739120116652465,
507985,0.03719085330824159,
507986,0.03688394239605559,
507987,0.03657703148386959,
507988,0.03627012057168359,
507989,0.03594515607642783,
507990,0.03554570147830906,
507991,0.03509259957176178,
507992,0.03456398068078994,
507993,0.03455018268700145,
507994,0.03458234374999664,
507995,0.03467761592783412,
507996,0.03476460356846835,
507997,0.03461396068862135,
507998,0.03443257743616501,
507999,0.03375396049328108,
508000,0.0330193506630966,
508001,0.03269667775314327,
508002,0.03237265335471941,
508003,0.03095843482942669,
508004,0.03094117338881581,
508005,0.0312430190484545,
508006,0.03154676102835328,
508007,0.03183978389620853,
508008,0.03214612598532988,
508009,0.03366909446096431,
508010,0.03528916457308104,
508011,0.03605410595709247,
508012,0.03607701760599624,
508013,0.03609893309625201,
508014,0.03639694499868575,
508015,0.03665569939418607,
508016,0.0367731267647261,
508017,0.03688544859741658,
508018,0.0370028759679566,
508019,0.03712030333849663,
508020,0.0372326251711871,
508021,0.037195398426741,
508022,0.03692136150308668,
508023,0.03641124535486035,
508024,0.03617628720199953,
508025,0.03569926476882306,
508026,0.03578554140329992,
508027,0.0359872021453184,
508028,0.03616005420990567,
508029,0.03633290627449295,
508030,0.03650575833908022,
508031,0.03667861040366749,
508032,0.03682265379082355,
508033,0.03686290591691493,
508034,0.03684119938095114,
508035,0.03681515153779458,
508036,0.03679344500183078,
508037,0.03676739715867423,
508038,0.03674569062271042,
508039,0.03628249827877632,
508040,0.03539568060740998,
508041,0.03510720732092158,
508042,0.03513778196733037,
508043,0.0343509014114917,
508044,0.03439271544347456,
508045,0.03489956136113415,
508046,0.03428270434504367,
508047,0.03305331127031221,
508048,0.03352311063362882,
508049,0.03373154272244275,
508050,0.03294744089893463,
508051,0.03345519090453651,
508052,0.03415594918006998,
508053,0.03461575527041848,
508054,0.03513883594010864,
508055,0.03527793678707241,
508056,0.03541703763403618,
508057,0.03555098659777906,
508058,0.03569008744474283,
508059,0.03572887072085573,
508060,0.03558641037201035,
508061,0.03544903789276659,
508062,0.03538943122849506,
508063,0.03546582966909007,
508064,0.03553949959394955,
508065,0.03664097609967264,
508066,0.03932666416059365,
508067,0.04191643479076749,
508068,0.04275444034516314,
508069,0.04005008201907347,
508070,0.03744230791891558,
508071,0.03522644202346053,
508072,0.03488252244192266,
508073,0.03429147815931834,
508074,0.03401297057013988,
508075,0.03400389116494923,
508076,0.03399447548549225,
508077,0.03389239681144069,
508078,0.03373929119227251,
508079,0.03369900023985983,
508080,0.03366676747792968,
508081,0.03364259290648208,
508082,0.03361841833503446,
508083,0.03358618557310432,
508084,0.03356201100165671,
508085,0.0335411167538048,
508086,0.03352787659434282,
508087,0.03351463643488083,
508088,0.03350139627541885,
508089,0.03348815611595687,
508090,0.03347491595649488,
508091,0.0334616757970329,
508092,0.03344843563757092,
508093,0.03343519547810894,
508094,0.03342195531864695,
508095,0.03340871515918497,
508096,0.03339988838621032,
508097,0.03338664822674833,
508098,0.03337340806728635,
508099,0.03336016790782437,
508100,0.03334692774836238,
508101,0.03332927420241308,
508102,0.0333160340429511,
508103,0.03329612788460475,
508104,0.03326279789018291,
508105,0.03322946789576108,
508106,0.03306948392253627,
508107,0.03294470680448808,
508108,0.0329687822584756,
508109,0.03299285771246311,
508110,0.03300648607496202,
508111,0.03300840103185251,
508112,0.03301031598874298,
508113,0.0335229098515127,
508114,0.03336114291334003,
508115,0.03360888607398532,
508116,0.03347136663806764,
508117,0.03406316418061675,
508118,0.03418665018567926,
508119,0.03431013619074177,
508120,0.03443950248175963,
508121,0.03456298848682213,
508122,0.03468647449188465,
508123,0.03561730859590004,
508124,0.03631484397098751,
508125,0.03640678519239007,
508126,0.03648602377844023,
508127,0.0365692242937929,
508128,0.03681931133175657,
508129,0.03708556375987373,
508130,0.03733913750093769,
508131,0.03724148040162026,
508132,0.03718837583506161,
508133,0.03714854741014262,
508134,0.03828725801741453,
508135,0.03892943668797069,
508136,0.03839463324642015,
508137,0.03918840505919281,
508138,0.03852338522901934,
508139,0.03768517163537598,
508140,0.03906125909669687,
508141,0.03876106146194284,
508142,0.03851383874929751,
508143,0.03845025730571841,
508144,0.03840867484300772,
508145,0.03854308422724428,
508146,0.03865801170529241,
508147,0.03861708393383308,
508148,0.03857615616237376,
508149,0.03853522839091444,
508150,0.03849430061945511,
508151,0.03844882531783364,
508152,0.03840789754637432,
508153,0.03836696977491499,
508154,0.03832149447329352,
508155,0.03827601917167205,
508156,0.0381850685684291,
508157,0.03809411796518616,
508158,0.03800771489210537,
508159,0.03792131181902457,
508160,0.03783490874594377,
508161,0.03777882623181114,
508162,0.03706096800245862,
508163,0.0368411843492517,
508164,0.03685668016012941,
508165,0.03715801447078974,
508166,0.03719195217473734,
508167,0.03745004388012611,
508168,0.03722870913157231,
508169,0.03720141637459176,
508170,0.03748266040090954,
508171,0.0376107061169474,
508172,0.0375474396831597,
508173,0.03763502624796105,
508174,0.03794556249834133,
508175,0.03810083062353146,
508176,0.03810083062353146,
508177,0.03810083062353146,
508178,0.03820558011477269,
508179,0.03845436015647059,
508180,0.03852939869859772,
508181,0.03825577971614874,
508182,0.037562116124166,
508183,0.03687436778631145,
508184,0.0364709214176835,
508185,0.03669640841203638,
508186,0.03690455025297751,
508187,0.03711269209391864,
508188,0.03743148204055316,
508189,0.03777683781607389,
508190,0.03801167610265578,
508191,0.03782675608897453,
508192,0.03764183607529328,
508193,0.03746578602822882,
508194,0.03756335566101359,
508195,0.03767866522703196,
508196,0.03779397479305033,
508197,0.03787790226682375,
508198,0.03796882369674495,
508199,0.03805275117051836,
508200,0.03810594169461888,
508201,0.03793047622737505,
508202,0.03776850810376536,
508203,0.03760653998015568,
508204,0.0374137520446035,
508205,0.03721069083840382,
508206,0.03710296985249313,
508207,0.03709058908687145,
508208,0.0371813992439551,
508209,0.03743628314689878,
508210,0.03756229535319503,
508211,0.03758023852861083,
508212,0.03780066332384283,
508213,0.03804594974216646,
508214,0.03824785780271221,
508215,0.0381188633123325,
508216,0.03798986882195279,
508217,0.03786087433157307,
508218,0.03778376291156864,
508219,0.03772378736267631,
508220,0.03765524387822793,
508221,0.03781176601859058,
508222,0.03797685609450929,
508223,0.03814194617042799,
508224,0.03838626420336949,
508225,0.03863058223631099,
508226,0.03887490026925249,
508227,0.03843361569230049,
508228,0.03789438788536371,
508229,0.03735516007842692,
508230,0.03760389750745873,
508231,0.03796520139877177,
508232,0.03832650529008481,
508233,0.03819926582911124,
508234,0.03795061961905201,
508235,0.03770197340899278,
508236,0.03805897804982396,
508237,0.03854408482118468,
508238,0.03797110683724441,
508239,0.03647783874360168,
508240,0.03788314963193349,
508241,0.03852417460872049,
508242,0.03790946708238319,
508243,0.03744261449069088,
508244,0.03752611989370213,
508245,0.03701295822009804,
508246,0.03667102879217533,
508247,0.03792888717241637,
508248,0.03792191433270706,
508249,0.03793682503965726,
508250,0.03795341413896781,
508251,0.03739644328217177,
508252,0.037694883475851,
508253,0.03832758731704571,
508254,0.03863868384263556,
508255,0.03900445084885902,
508256,0.03941733951123176,
508257,0.03946666736335479,
508258,0.03929292594411572,
508259,0.03851637492141268,
508260,0.03835698463749118,
508261,0.03907315077631743,
508262,0.04032430647110752,
508263,0.04062421797056836,
508264,0.0402041316072962,
508265,0.03944463509430435,
508266,0.03995775224412575,
508267,0.04048867755262072,
508268,0.04065846367658105,
508269,0.04116785862710321,
508270,0.04116200948013066,
508271,0.04069008112971675,
508272,0.04024751246156414,
508273,0.04038204194792001,
508274,0.03957663584896339,
508275,0.03957608545966526,
508276,0.0394445893497145,
508277,0.04159968830048306,
508278,0.04008710836000688,
508279,0.04064856546765642,
508280,0.0391645584459247,
508281,0.03677104559070838,
508282,0.0361776348140011,
508283,0.03605634797260727,
508284,0.03466577757869498,
508285,0.03365392164685656,
508286,0.03280851837029373,
508287,0.03261374353667965,
508288,0.03205098559128723,
508289,0.03292764923516088,
508290,0.03308510413552233,
508291,0.03336436697278843,
508292,0.03328720164089089,
508293,0.0331520131186644,
508294,0.03371170727497946,
508295,0.03437106557548903,
508296,0.03504388016784574,
508297,0.03571669476020245,
508298,0.03682011069166745,
508299,0.03666747034124714,
508300,0.03622230713189533,
508301,0.03577260144081544,
508302,0.03532289574973555,
508303,0.03518676769649182,
508304,0.03583899013068315,
508305,0.03637089968866444,
508306,0.03687114796343256,
508307,0.0373777284948433,
508308,0.03789697353953932,
508309,0.03846320554155266,
508310,0.0390953295701463,
508311,0.03960704902186495,
508312,0.04009619261541955,
508313,0.04057781092291947,
508314,0.04105942923041938,
508315,0.04268876742920997,
508316,0.04459383978471897,
508317,0.04584717686071172,
508318,0.0447453434113864,
508319,0.04356833371962213,
508320,0.04239132402785786,
508321,0.04147821617309745,
508322,0.04143937901093846,
