sample_id,Mg_Ca_measurement,Mg_Ca_precision
457007,14.1392574684002,
457008,15.9707898813745,
457009,11.478205888173,
457010,14.6895215512428,
457011,13.2116675823402,
457012,14.8102234179165,
457013,16.5218521520012,
457014,13.1614188934366,
457015,16.9021300790955,
457016,14.8302585127918,
457017,9.98319847770028,
457018,11.1417270162832,
457019,14.1405305257184,
507791,12.23809135987026,
507792,12.39498132580655,
507793,12.59038402298011,
507794,12.78578672015368,
507795,13.05272790845854,
507796,13.33785158951143,
507797,13.7111413167575,
507798,14.20281709379539,
507799,14.69058928609514,
507800,14.99027468543086,
507801,15.00977278108058,
507802,14.39865844875251,
507803,14.36759684519568,
507804,14.60158637633097,
507805,14.76361690562618,
507806,14.80805417218634,
507807,14.64432611373134,
507808,14.48059805527634,
507809,14.49556610811156,
507810,14.55642879062241,
507811,14.41841966374708,
507812,14.11717966669594,
507813,13.84263840898925,
507814,13.59027825691795,
507815,13.34630450154448,
507816,13.19277401921336,
507817,13.03226487859447,
507818,12.94101021760269,
507819,12.86488471094759,
507820,12.78972726735749,
507821,12.71673372944213,
507822,12.64374019152677,
507823,12.53323417437368,
507824,12.42255686736107,
507825,12.3292098852553,
507826,12.24984511373339,
507827,12.17306811286756,
507828,12.16163636235509,
507829,12.14921054658066,
507830,12.11319827703319,
507831,12.04963396671553,
507832,12.04963396671553,
507833,11.48163849192921,
507834,12.31059223510491,
507835,12.49797103059441,
507836,12.74509249725401,
507837,12.63530558705664,
507838,12.46658788461394,
507839,12.2064318172483,
507840,12.01467724000407,
507841,12.05354635350385,
507842,12.08510446970099,
507843,12.09127547499851,
507844,12.09667510463384,
507845,12.086107474109,
507846,12.07431159280261,
507847,11.95213958831414,
507848,11.77238004129589,
507849,11.70347236067759,
507850,11.89634001227263,
507851,12.08920766386768,
507852,12.0770407145984,
507853,12.03070133185173,
507854,12.01795989718683,
507855,12.0785230765185,
507856,12.13908625585015,
507857,12.17506106205957,
507858,12.20493472715731,
507859,12.2299598010661,
507860,12.24497502547413,
507861,12.25811334683116,
507862,12.27125166818819,
507863,12.28626689259623,
507864,12.30315902005527,
507865,12.32005114751431,
507866,12.33694327497335,
507867,12.3594661115854,
507868,12.37635823904444,
507869,12.39325036650348,
507870,12.40638868786051,
507871,12.42140391226855,
507872,12.43454223362558,
507873,12.44955745803361,
507874,12.46269577939064,
507875,12.47771100379868,
507876,12.49084932515571,
507877,12.35766414455939,
507878,12.20516890879576,
507879,12.06593834300056,
507880,11.89067957042342,
507881,12.20590038365779,
507882,12.12520209938594,
507883,12.08007915266139,
507884,12.38656859990598,
507885,12.86085394997704,
507886,12.63487843028914,
507887,12.53771693646592,
507888,12.31762635660346,
507889,12.27723092524609,
507890,12.41107307289046,
507891,12.52818495207928,
507892,12.53200524815462,
507893,12.49532693472485,
507894,12.61593624083942,
507895,12.90458303708084,
507896,12.82319016653177,
507897,12.7270271363962,
507898,12.71389101591917,
507899,12.73384376330158,
507900,12.71922429389036,
507901,12.56474734613667,
507902,12.39096077991377,
507903,12.29245517462578,
507904,12.42770015391283,
507905,12.64166968398333,
507906,12.48683536024904,
507907,12.25778170885227,
507908,12.31647571172384,
507909,12.33348659300385,
507910,12.26296744452008,
507911,12.33266841901795,
507912,12.42332935712506,
507913,12.4507832937254,
507914,12.34219336706003,
507915,12.24566898780192,
507916,12.24394472840138,
507917,12.25296668718262,
507918,12.14239142821911,
507919,11.95133286086067,
507920,11.88745702424564,
507921,12.00048908860007,
507922,11.96607112037976,
507923,11.85727672348169,
507924,11.8300023574302,
507925,11.55985382380278,
507926,11.6904529924626,
507927,11.7016894249064,
507928,11.61334957626922,
507929,11.55864895986668,
507930,11.44847396608274,
507931,11.34497710799537,
507932,11.25029801277839,
507933,11.06136678718107,
507934,10.87243556158375,
507935,10.68350433598643,
507936,10.48345950888339,
507937,10.22904025304777,
507938,9.950300217819521,
507939,9.671560182591275,
507940,9.49376598339257,
507941,9.417468085808537,
507942,9.341170188224503,
507943,9.269360402263057,
507944,9.287446549662587,
507945,9.318999846788888,
507946,9.341988375299247,
507947,9.30981001701148,
507948,9.277631658723715,
507949,9.262685115565414,
507950,9.249087812518505,
507951,9.232614715023375,
507952,9.211820131318632,
507953,9.191891988601586,
507954,9.171097404896843,
507955,9.151169262179797,
507956,9.130374678475055,
507957,9.109580094770312,
507958,9.116723871683629,
507959,9.124165305968333,
507960,9.097795634948582,
507961,9.004399068062696,
507962,8.950299785319865,
507963,8.975883750220625,
507964,9.001896946185965,
507965,9.026558357390043,
507966,9.05121976859412,
507967,9.07668962245838,
507968,9.129348604496304,
507969,9.168842841024746,
507970,9.120996753803466,
507971,9.062079176591629,
507972,9.009363449612616,
507973,8.989453211604815,
507974,9.02393877598146,
507975,9.000341152621411,
507976,8.882282207287375,
507977,8.848073551465154,
507978,8.940209853813291,
507979,8.962279258739706,
507980,8.86572673808888,
507981,8.821256258781213,
507982,8.864857775384733,
507983,8.907002476568435,
507984,8.946857896378138,
507985,8.937666430911312,
507986,8.856193796488585,
507987,8.774721162065859,
507988,8.693248527643131,
507989,8.606983385313185,
507990,8.633348693112207,
507991,8.696397624627759,
507992,8.769954711395902,
507993,8.774178348454432,
507994,8.771730364651084,
507995,8.905985062059862,
507996,9.028565437954834,
507997,9.050071388835969,
507998,9.06198944581057,
507999,9.08040246818501,
508000,9.10000158521537,
508001,9.04544647115379,
508002,8.987850979495946,
508003,8.874280808377065,
508004,8.79532318020229,
508005,8.724661964953214,
508006,8.67167441479548,
508007,8.644170027534466,
508008,8.6154154408525,
508009,8.802429048974718,
508010,9.006663592832489,
508011,9.10748901961243,
508012,9.1193186830337,
508013,9.130634013262739,
508014,9.130143550906299,
508015,9.123520850395101,
508016,9.09482209252677,
508017,9.067371106739666,
508018,9.038672348871335,
508019,9.009973591003003,
508020,8.982522605215904,
508021,8.970954714665968,
508022,8.899359736694336,
508023,8.781913903084742,
508024,8.782211173562152,
508025,8.69604587395808,
508026,8.700248335004838,
508027,8.722594417584848,
508028,8.741748202653428,
508029,8.760901987722008,
508030,8.780055772790586,
508031,8.799209557859166,
508032,8.815171045416315,
508033,8.839704654811745,
508034,8.86239092277746,
508035,8.889614444336315,
508036,8.912300712302027,
508037,8.939524233860883,
508038,8.962210501826595,
508039,9.004002262899956,
508040,9.062029573630435,
508041,9.129113537623212,
508042,9.16626809622736,
508043,9.118284605865298,
508044,9.10936105769478,
508045,9.121145972056176,
508046,9.053643441743034,
508047,8.945318697656484,
508048,8.876797437523303,
508049,8.799447707069122,
508050,8.772962296106122,
508051,8.79215212509248,
508052,8.82143912915312,
508053,8.76542608302522,
508054,8.523751523444668,
508055,8.546848479579529,
508056,8.569945435714388,
508057,8.592186949029438,
508058,8.615283905164299,
508059,8.62165383478265,
508060,8.597809229716256,
508061,8.57481621768795,
508062,8.538539516398162,
508063,8.481855411873743,
508064,8.427195739653767,
508065,8.390595959853295,
508066,8.385035590989832,
508067,8.379673806728633,
508068,8.391785994991139,
508069,8.439991695431383,
508070,8.486475763713045,
508071,8.551964545768197,
508072,8.691193421215472,
508073,8.735012726303768,
508074,8.74420068488058,
508075,8.723534034395767,
508076,8.702101952411516,
508077,8.685587067059556,
508078,8.678829429904704,
508079,8.677051104337638,
508080,8.675628443883983,
508081,8.674561448543745,
508082,8.673494453203505,
508083,8.672071792749852,
508084,8.671004797409612,
508085,8.670281775558077,
508086,8.670361358513519,
508087,8.670440941468962,
508088,8.670520524424404,
508089,8.670600107379846,
508090,8.67067969033529,
508091,8.67075927329073,
508092,8.670838856246174,
508093,8.670918439201616,
508094,8.670998022157058,
508095,8.671077605112501,
508096,8.671130660416129,
508097,8.67121024337157,
508098,8.671289826327014,
508099,8.671369409282455,
508100,8.671448992237899,
508101,8.671555102845154,
508102,8.671634685800598,
508103,8.670608187613139,
508104,8.665077781898633,
508105,8.659547376184129,
508106,8.633001428754504,
508107,8.604426169736564,
508108,8.549387411679746,
508109,8.494348653622929,
508110,8.492462098732199,
508111,8.550170438300398,
508112,8.6078787778686,
508113,8.633214950120077,
508114,8.483006137251765,
508115,8.649954753077123,
508116,8.62410165759849,
508117,8.838463888171331,
508118,8.817239003866096,
508119,8.79601411956086,
508120,8.773778526479186,
508121,8.75255364217395,
508122,8.731328757868713,
508123,8.735695318902255,
508124,8.619799268820229,
508125,8.676938289222825,
508126,8.747169976609232,
508127,8.82091324836496,
508128,8.834963780373558,
508129,8.848512957081628,
508130,8.861416934898838,
508131,8.966455922733633,
508132,9.019928121060117,
508133,9.06003226980498,
508134,8.954932842792044,
508135,8.789412130718478,
508136,8.993412013868303,
508137,9.350632086796127,
508138,9.277868067951788,
508139,8.996653387071197,
508140,9.278573830305612,
508141,9.158608574504626,
508142,9.063259396485435,
508143,9.068866636079806,
508144,9.088802713187514,
508145,9.223369490401945,
508146,9.342568196098238,
508147,9.338822329649437,
508148,9.335076463200636,
508149,9.331330596751835,
508150,9.327584730303034,
508151,9.323422656471033,
508152,9.319676790022232,
508153,9.315930923573433,
508154,9.311768849741432,
508155,9.30760677590943,
508156,9.299282628245429,
508157,9.290958480581427,
508158,9.283050540300625,
508159,9.275142600019823,
508160,9.267234659739021,
508161,9.109904269804773,
508162,9.255031460535854,
508163,9.448449136401889,
508164,9.454376772940678,
508165,9.47993469050378,
508166,9.547704475452683,
508167,9.63016276556004,
508168,9.5055728123866,
508169,9.481951817578107,
508170,9.61962030925178,
508171,9.684193560880628,
508172,9.657725566250411,
508173,9.665490733757574,
508174,9.72321259212185,
508175,9.752073521303988,
508176,9.752073521303988,
508177,9.752073521303988,
508178,9.761009092774627,
508179,9.782231075017394,
508180,9.81251042142036,
508181,9.868763718743718,
508182,9.803495610110586,
508183,9.667718607586163,
508184,9.578472902385274,
508185,9.59180110049789,
508186,9.60410405260184,
508187,9.616407004705794,
508188,9.777647015272047,
508189,9.95232369338549,
508190,10.07360257728005,
508191,9.995075827816127,
508192,9.916549078352205,
508193,9.839838290385368,
508194,9.859813866853289,
508195,9.883421366315378,
508196,9.907028865777466,
508197,9.950845640191664,
508198,9.998313812473711,
508199,10.04213058688791,
508200,10.06469591594852,
508201,9.92798489516617,
508202,9.801790106751692,
508203,9.675595318337216,
508204,9.682914997006833,
508205,9.734739498037817,
508206,9.70614457090606,
508207,9.597130215611566,
508208,9.512817996929904,
508209,9.458944667220896,
508210,9.423795042188852,
508211,9.401755732217005,
508212,9.458740496501864,
508213,9.526154252818106,
508214,9.58013337393256,
508215,9.532579631266008,
508216,9.485025888599456,
508217,9.437472145932905,
508218,9.482280013351506,
508219,9.517130576899309,
508220,9.55695979238251,
508221,9.568257691379598,
508222,9.574576938441286,
508223,9.580896185502974,
508224,9.546676810259614,
508225,9.512457435016252,
508226,9.478238059772892,
508227,9.373651262281458,
508228,9.259011975897442,
508229,9.144372689513427,
508230,9.194140709579012,
508231,9.267395487708827,
508232,9.34065026583864,
508233,9.33266942116904,
508234,9.302618519223836,
508235,9.272567617278632,
508236,9.338678349779334,
508237,9.426012218834149,
508238,9.308718900697851,
508239,9.016747402830209,
508240,9.374199117702942,
508241,9.56021690742522,
508242,9.600919004334497,
508243,9.591044389595659,
508244,9.602665505614747,
508245,9.55681874883812,
508246,9.349985929731378,
508247,9.494056602036059,
508248,9.438146730818056,
508249,9.300468214837753,
508250,9.318388871620467,
508251,9.00835630490022,
508252,9.004402206418288,
508253,9.126946989882487,
508254,9.183314906695802,
508255,9.25589686967091,
508256,9.349633341606935,
508257,9.338176081514804,
508258,9.264748308214992,
508259,9.465771275009173,
508260,9.375245018496056,
508261,8.935705828113827,
508262,9.091475493676317,
508263,9.37753740808727,
508264,9.28548325176263,
508265,8.97562959860488,
508266,9.21847755080477,
508267,9.268806338444076,
508268,9.29295115985312,
508269,9.448554995104912,
508270,9.413958883019248,
508271,9.273144591794242,
508272,9.265538169488154,
508273,9.028483687956927,
508274,8.794745799029924,
508275,8.877962270866592,
508276,8.798104339559202,
508277,9.207168904253189,
508278,9.320951033848726,
508279,9.35273615348416,
508280,9.196279557766104,
508281,8.893209462305732,
508282,9.01150994315446,
508283,8.939138177760649,
508284,8.790182649171642,
508285,8.748503632724685,
508286,8.677568330675754,
508287,8.693406026792616,
508288,8.623280959972094,
508289,8.893341342836647,
508290,9.009322025497312,
508291,9.285299244195677,
508292,9.148980419830048,
508293,8.945543634965631,
508294,8.971534194335169,
508295,9.033606607202083,
508296,9.096945804005056,
508297,9.16028500080803,
508298,9.264161283564905,
508299,9.325110999320117,
508300,9.374330196014801,
508301,9.424051629410451,
508302,9.473773062806103,
508303,9.5305733546071,
508304,9.612038848240529,
508305,9.67847672654352,
508306,9.74095996923324,
508307,9.804234139045612,
508308,9.869090163103294,
508309,9.874927830127652,
508310,9.844872383746775,
508311,9.82054178429559,
508312,9.797284593643722,
508313,9.77438520592496,
508314,9.751485818206197,
508315,9.761671258516499,
508316,9.773580388725469,
508317,9.781415342810316,
508318,9.574786869709854,
508319,9.363346262114174,
508320,9.151905654518496,
508321,9.021028381620837,
508322,9.125359099281875,
